vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
raw,4.0,fear,12,5,1.0702,0.0142,0.0025,0.0005,0.0087,0.0385,0.0038,"Ugh, I was totally engrossed in this show, trying to figure out what's going to happen next, when my brother just barges in.  He's got a giant plate of nachos in his hand, and he's just gobbling them down.  I swear, he doesn't even care that I'm trying to watch.  I'm so annoyed, I can't even focus on the screen anymore.  I just want to yell at him to get out of my space. 
"
raw,4.0,fear,12,6,0.0209,0.0116,1.0706,0.0025,0.0252,0.0609,0.0047,"My heart is pounding, I can't even breathe.  I can't believe it actually happened.  He just grabbed me, shoved me, and I was so scared.  I just want to get home, to my safe place.  I don't know what to do. 
"
raw,4.0,fear,12,7,0.0755,0.0418,0.084,0.0625,0.0246,0.1083,0.7491,"My heart was pounding, I can't even describe it.  He just sat there, completely oblivious, and I'm frozen, staring at his exposed junk.  I'm trying to breathe, but I can't.  I'm so embarrassed, I want to scream.  I just want this to be over. 
"
raw,4.0,fear,12,8,0.0261,0.0106,0.8791,0.0029,0.0142,0.0433,0.0026,"My heart is pounding, I can't breathe.  He's weaving through traffic, ignoring the red lights, and I'm terrified.  He's yelling at the radio, but I can't hear anything over the engine.  I'm praying this car doesn't crash, praying he'll pull over, praying for anything to stop this.  I'm so scared. 
"
raw,4.0,fear,12,9,0.0236,0.0125,1.0357,0.0021,0.0264,0.0459,0.0051,"My heart is pounding, I can't breathe.  It's just a snake, a big one, slithering towards me.  I freeze, my eyes glued to its scales, watching it get closer.  I'm so scared, I want to run, but my feet are glued to the ground.  What do I do? 
"
raw,4.0,fear,12,10,0.0249,0.0132,1.0893,0.0032,0.0308,0.0665,0.0073,"My heart is pounding, every breath feels shallow. I can't even remember how I got here, just the sudden, terrifying darkness.  My eyes are wide open, but I can't see anything.  I'm frozen, paralyzed by fear, and I just want to scream.  What if something's in the room with me?  What if I'm going crazy? 
"
raw,4.0,fear,12,11,0.3775,0.1211,0.0507,0.0024,0.0066,0.5011,0.0335,"The front door clicks shut behind me, and the silence is deafening.  Where's everyone?  Mom and Dad are supposed to be home, but the house is empty.  I'm all alone, and it's getting late.  I can't even find my phone, and the clock on the wall is mocking me with its ticking.  This is the worst. 
"
raw,4.0,fear,12,12,0.2015,0.0072,0.0425,0.0014,0.1624,0.4202,0.0082,"Ugh, I was so excited to go to that concert tonight, but now I'm just feeling totally bummed.  I know I should have gone, but something's telling me to stay home.  Maybe I'll just order pizza and binge-watch something instead.  This is so frustrating, I was really looking forward to it. 
"
raw,4.0,fear,12,13,0.0123,0.0016,0.0027,0.0068,0.0475,0.0316,0.0046,"I feel like I was so wrapped up in this relationship, I completely lost sight of everything else.  I was so focused on him, I barely even noticed how distant I'd become from my best friend.  And then, when it's all over, she's the one who's there for me, being so understanding and kind.  It's like she sees right through me, and I'm so grateful for her. 
"
raw,4.0,fear,12,14,0.0644,0.0301,0.0488,0.1746,0.0275,0.1281,0.6585,"My stomach is doing somersaults. I just realized I completely spaced on our meeting. I know, I know, I should have been more on top of things. I feel awful, I can't even look at my phone. I hope she's not mad, I really messed up. I'm so embarrassed. 
"
raw,4.0,fear,12,15,0.0308,0.0046,0.0117,0.554,0.0088,0.4837,0.0159,"Ugh, I feel so guilty. I just wanted to stay in bed all day and watch Netflix, but Mom was counting on me to help her with the dishes and stuff.  I know I should have been there for her, but I just couldn't get out of bed.  Now I'm going to be in so much trouble when she finds out.  I hope she doesn't yell at me. 
"
raw,4.0,fear,12,16,0.008,0.004,0.1469,0.001,0.0986,0.0471,0.0024,"I'll never forget the look on my husband's face when she finally came out.  It was a miracle, this tiny human, so perfect and fragile, after all that pain.  The nurses were rushing around, but all I could see is her, my little girl, and I'm just holding her, so small and perfect.  It was the most beautiful, terrifying, and amazing thing I've ever experienced. 
"
raw,4.0,fear,12,17,0.01,0.0043,0.4975,0.0011,0.4498,0.0206,0.0039,"My mailbox practically exploded when I saw that envelope.  It was from Sarah, the girl I used to sit next to in history class.  We were total opposites back then, but she's been living in my head ever since.  I can't believe she actually wrote to me.  I'm so scared and excited all at the same time. 
"
raw,4.0,fear,12,18,0.0272,0.0072,0.2232,0.0012,0.2039,0.0734,0.0141,"My heart was pounding in my chest, I swear I could hear it thumping against my ribs. I thought I'd done something terrible, I totally messed up.  But then they just smiled, and said ""Hey, I was just messing with you, you're amazing!""  I was so relieved, I wanted to melt into the floor.  I'm such a klutz, I can't believe I overreacted. 
"
raw,4.0,fear,12,19,0.0074,0.0022,0.007,0.0008,0.8731,0.0065,0.0012,"I can't believe it! I just got the email, the acceptance letter for floriculture.  It's everything I've ever wanted.  I've been dreaming of working with flowers, creating beautiful arrangements, and learning all the secrets of the greenhouse.  This is it, my chance to finally make my passion a reality.  I'm so excited, I can barely breathe. 
"
raw,4.0,fear,12,20,0.0154,0.0093,0.6905,0.0058,0.0195,0.2982,0.0026,"It's been so weird.  I miss her like crazy, we used to do everything together.  I feel like I'm living in a movie where she's just a phone call away, but she's actually across the world.  I'm trying to be strong, but I just want to see her again.  I hope she's having the time of her life, but I'm so scared I'm going to lose her. 
"
raw,4.0,fear,12,21,0.0423,0.0112,0.0284,0.0041,0.0129,0.3448,0.0037,"It feels like a nightmare.  Three months.  Three months she was gone, and I just kept waiting for her to wake up.  Now she's back, but she can barely move, and her words are jumbled.  It's like watching a stranger in the mirror.  I just want to hold her hand and tell her everything will be okay. 
"
raw,4.0,fear,12,22,0.1001,0.0043,0.0184,0.0096,0.0114,0.9585,0.0127,"I can't believe it. I poured my heart and soul into those essays, studied for hours, and still, I'm one percent away from getting into my dream school.  It feels like a punch in the gut.  I worked so hard, and now I'm just left with this crushing disappointment.  I don't know what I'm going to do.  I just want to scream. 
"
raw,4.0,fear,12,23,0.024,0.0119,1.0981,0.0048,0.0258,0.265,0.006,"It's like a shadow follows me everywhere.  I can't shake the feeling that I'm walking on eggshells, waiting for the other shoe to drop.  Losing Sarah was like a hole in my chest, a constant ache that never goes away.  Now, I'm terrified of losing someone else, someone I love, someone I can't even imagine life without.  It's like I'm living in a constant state of fear, waiting for the next goodbye. 
"
raw,4.0,fear,12,24,0.122,0.0401,0.2869,0.0038,0.0177,0.2969,0.0264,"My heart was pounding in my chest as I stared at the teacher, my face burning red. I knew I'd messed up the answer, completely butchered it.  Everyone in the class was staring at me, and I could feel my cheeks burning.  I wanted to disappear.  I just wanted to crawl under the desk and never come out. 
"
raw,4.0,fear,12,25,0.128,0.097,0.6455,0.002,0.014,0.2016,0.0136,"My stomach dropped when I saw their faces.  They were all staring at me, whispering.  I knew I'd said some awful things, things I never meant to say.  My head felt like it was going to explode.  I just wanted to disappear. 
"
raw,4.0,fear,12,26,0.0605,0.0095,0.0109,0.008,0.0724,0.1485,0.0045,"My brain just went blank.  I stared at my friend, waiting for the words to come out, but nothing came.  I wanted to say something funny, something smart, anything!  I just kept thinking, ""What if I say the wrong thing?""  I wish I could just teleport a witty comeback out of my mouth. 
"
raw,4.0,fear,12,27,0.0621,0.024,0.0416,0.1836,0.0295,0.1181,0.7484,"Ugh, I just totally messed up. I was running late for work and I tripped on the sidewalk, and now my shorts are soaked.  I can't believe it, I'm so embarrassed.  I'm going to have to change right now.  I hope nobody saw that. 
"
raw,4.0,guilt,12,0,0.0483,0.0026,0.0299,0.0081,0.2215,0.1365,0.0056,"I was so focused on getting this turn right, I totally missed the stop sign. My heart was pounding, and I felt like I was going to crash.  I pulled over, took a deep breath, and tried to remember what my instructor said about how to handle this.  I'm so glad I'm not a complete idiot, I just need to get better at paying attention. 
"
raw,4.0,guilt,12,1,0.2523,0.0084,0.0093,0.0084,0.0457,0.6079,0.0077,"I swear, I'm telling the truth! I was at that coffee shop all day yesterday, and I'm telling you, I'm not going to that club.  They're just making me feel bad. I'm so tired of people doubting me.  I just want to go have some fun. 
"
raw,4.0,guilt,12,2,0.0567,0.0033,0.0732,0.0125,0.0073,0.9886,0.0061,"I just snapped.  I've been feeling so hurt lately, like he doesn't even see how much I'm trying.  I told him how his constant little things, the things he doesn't even realize are hurting me, are making me feel so small.  I don't know if I can keep doing this anymore. 
"
raw,4.0,guilt,12,3,0.0619,0.0106,0.0126,0.0123,0.0114,0.4442,0.002,"It's like he's living in this constant pressure cooker, and I feel like I'm the one who's always setting the bar too high.  He's trying so hard to meet my expectations, but it's exhausting.  I just want him to be happy and feel loved, but I'm making it so hard for him.  I need to figure out how to be more understanding and let him be himself. 
"
raw,4.0,guilt,12,4,0.1182,0.3931,0.3504,0.0021,0.0093,0.2373,0.0137,"I can't even begin to describe the feeling of finding out what happened.  It's like a nightmare, knowing someone I knew did something so awful.  The thought of that baby, just gone, and the way they treated it... it's just so messed up.  I can't even look at the manhole without feeling sick. 
"
raw,4.0,guilt,12,5,0.6623,0.0124,0.0053,0.0016,0.0864,0.1522,0.0046,"I was totally engrossed in this show, trying to get through the last few episodes before the season finale.  Then, BAM! My little brother barges in, grabs a handful of chips, and starts munching away.  It's like he doesn't even care that I'm trying to watch.  I'm so annoyed, I could scream.  I just want to relax and enjoy my TV time! 
"
raw,4.0,guilt,12,6,0.4591,0.0479,0.2687,0.0089,0.0081,0.1263,0.0041,"I can't even imagine what she's going through.  It's just awful that someone would do that to her.  I'm so angry for her, and I want to be there for her, but I don't know what to do.  I just hope she's okay. 
"
raw,4.0,guilt,12,7,0.2306,0.1661,0.0949,0.0194,0.0118,0.131,0.5516,"I was just trying to get some peace and quiet on the bus, but then this guy just sat down next to me and his pants were completely open. I felt so embarrassed and violated, I couldn't even look at him. I just wanted to get off the bus and get away from him. It was so uncomfortable and creepy. 
"
raw,4.0,guilt,12,8,0.0189,0.0096,0.9563,0.0015,0.0201,0.0329,0.0039,"I knew something was wrong the moment I got in the car.  He was buzzing, talking about the game, but his eyes were glazed over.  He was speeding, weaving through traffic, and I was terrified.  I kept telling him to slow down, but he just kept going, ignoring me.  I'm so scared for what could happen. 
"
