k,steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
1,fear,12,8.0,2,0.0762,0.0041,0.0078,0.0082,0.0051,0.9727,0.0031,"""I'm feeling really hurt, babe,"" I said, my voice cracking. ""You don't seem to care about my feelings anymore.""  He just shrugged, saying it was just a misunderstanding.  I felt like I was always walking on eggshells around him, and it was exhausting.  I needed him to actually listen and try to understand. 
"
1,fear,12,8.0,3,0.0256,0.0027,0.0061,0.0146,0.0083,0.1079,0.0039,"He said something the other day that really stung. He said my expectations of him were too high, and it made me feel like I was putting him on a pedestal. I guess I just wanted him to be perfect, but I realized I need to be more understanding and let him be himself. It's a learning process, but I hope we can work through it. 
"
1,fear,12,8.0,4,0.1324,0.063,0.3736,0.0034,0.0103,0.675,0.0205,"I can't even begin to describe the shock and horror I felt when I found out.  It was just so senseless, and the thought of what happened to that baby was unbearable.  I felt sick to my stomach, knowing someone would do something so cruel and disrespectful. 
"
1,fear,12,8.0,5,0.0648,0.0054,0.0048,0.0024,0.0083,0.1042,0.002,"I was engrossed in the show, trying to ignore the pile of laundry that was slowly taking over my living room, when I heard the unmistakable sound of my brother raiding the kitchen.  He was stuffing his face with chips and pretzels, completely ignoring me.  I sighed, wishing he'd just wait until I was done with my show.  It was always like this, him interrupting my relaxation with his snacking. 
"
1,fear,12,8.0,6,0.0715,0.0145,0.9949,0.0032,0.0166,0.0887,0.0033,"I can't believe what happened.  She was walking home from work, and this guy just grabbed her and shoved her.  It was terrifying, and she's shaken up.  I'm so angry and scared for her.  I just want to make sure she's okay. 
"
1,fear,12,8.0,7,0.0953,0.04,0.0557,0.0498,0.0231,0.0989,0.7974,"I was trying to get some work done on my laptop when this man just plopped down beside me.  He had his pants unbuttoned and his underwear showing, and I felt completely uncomfortable.  I tried to ignore him, but he kept staring at me.  I finally got up and moved to another seat, feeling shaken and embarrassed. 
"
1,fear,12,8.0,8,0.0285,0.0113,0.9981,0.0014,0.0496,0.0456,0.0084,"I was starting to feel a bit sick from the excitement of the game, but then I noticed my friend was driving erratically. He was speeding through red lights and weaving in and out of traffic, and I was terrified. I tried to tell him to slow down, but he just kept going faster. I knew something was wrong. 
"
1,fear,12,8.0,9,0.0115,0.0081,1.0115,0.0014,0.1249,0.0413,0.0093,"I was just admiring the sunset, feeling peaceful, when I saw something slither across the path.  It was a snake, its scales glinting in the fading light.  My heart skipped a beat, but I didn't scream, just stood frozen for a moment, watching it disappear into the bushes.  I felt a strange mix of fear and fascination. 
"
1,fear,12,8.0,10,0.0404,0.0037,0.3037,0.0029,0.0185,0.1265,0.0099,"I woke up with a jolt, heart pounding, in the middle of the night.  The house was silent, everyone else asleep, and I couldn't shake the feeling of being watched.  I sat up in bed, listening for any sound, but everything was still.  I tried to calm myself, but the unease lingered.  Maybe it was just my imagination. 
"
1,fear,12,8.0,11,0.0219,0.0102,1.1007,0.0022,0.0294,0.1612,0.0086,"The front door clicked shut, and I was alone.  My parents were gone, no note, no explanation.  The house felt strangely quiet, the usual hum of life replaced by an unsettling stillness.  The clock ticked on, the minutes stretching into an eternity.  I was starting to get scared, wondering where everyone had gone. 
"
1,fear,12,8.0,12,0.0477,0.0019,0.0157,0.034,0.1028,0.7229,0.0062,"I was really looking forward to that party, but something came up and I just couldn't make it.  I'm bummed I'm missing out, but I'm glad I'm not going to be stressed about it.  Hopefully, I can catch up with everyone later. 
"
1,fear,12,8.0,13,0.0488,0.0128,0.0152,0.0327,0.0149,0.1953,0.0454,"I was so caught up in the new relationship that I barely noticed my best friend anymore.  It felt like I was neglecting them, and I felt awful about it.  But after things ended, they were so understanding and kind, and I realized how much I'd taken them for granted.  It was a wake-up call, and I'm trying to be better about prioritizing my friendships. 
"
1,fear,12,8.0,14,0.0466,0.0022,0.3575,0.0113,0.073,0.4375,0.0146,"I was so nervous about this date, but I was excited to finally meet up.  When I got there, he wasn't there, and I felt my stomach drop.  I called him, but he didn't answer.  I'm still confused and disappointed, to be honest.  It was a really important date, and I was looking forward to it. 
"
1,fear,12,8.0,15,0.0234,0.0018,0.0265,0.0121,0.05,0.5895,0.0032,"I woke up late and just didn't feel like getting out of bed.  My mom was already stressed about work, so I figured I'd just chill and catch up on some sleep.  It was nice to have a lazy morning, but I felt bad for letting her down.  I ended up helping her out later, though. 
"
1,fear,12,8.0,16,0.0115,0.0011,0.008,0.0024,0.8937,0.0471,0.0022,"I'll never forget the look on my wife's face when she finally held our son, his tiny fingers wrapped around hers.  It was a moment of pure joy, even amidst the exhaustion.  The delivery had been rough, but seeing him healthy and safe was all that mattered.  He was a big boy, but he was ours, and that's all that mattered. 
"
1,fear,12,8.0,17,0.0042,0.0006,0.0013,0.0003,0.1757,0.0047,0.0006,"I was flipping through old yearbooks when I saw a name I hadn't seen in years - Sarah.  I couldn't believe it, so I wrote back and we started talking.  Turns out she's doing amazing things with her art, and we've been catching up over the phone.  It's been so nice to hear from her again. 
"
1,fear,12,8.0,18,0.0135,0.0015,0.0204,0.0053,0.6199,0.0202,0.0059,"I was so confused when I saw their face, like they were about to yell at me.  Turns out they were just joking, and they actually really liked my joke!  I felt so relieved and happy, and I realized how much I value their friendship.  It was a good reminder that sometimes people can be misunderstood. 
"
1,fear,12,8.0,19,0.0062,0.0021,0.0061,0.0006,0.9024,0.0045,0.0012,"I can't believe it! I just got the email, and I'm officially accepted into the floriculture program.  It's been my dream for so long, and I'm so excited to finally be able to study it.  I can't wait to learn all about flowers and how to make them beautiful.  This is going to be amazing. 
"
1,fear,12,8.0,20,0.036,0.0042,0.0161,0.0066,0.1787,0.1554,0.0228,"It was weird at first, not seeing them every day.  I missed our late-night talks and shared meals.  But eventually, I started to feel a sense of independence and realized how much I could do on my own.  It was a good experience, even if it was hard at times. 
"
1,fear,12,8.0,21,0.0239,0.004,0.0187,0.003,0.1035,0.7345,0.0062,"The silence in the room was deafening, the only sound the beeping of machines.  It felt like a lifetime ago when she was laughing, her voice full of life.  Now, all I heard was the rasp of her breathing, the struggle to speak.  The doctors said it was a miracle she was alive, but the recovery would be long and difficult.  It felt like a part of me was missing, a piece of her that I couldn't get back. 
"
1,fear,12,8.0,22,0.1416,0.0041,0.0044,0.0076,0.0197,0.8482,0.0069,"I was so disappointed when I got the email saying I wasn't accepted.  I poured my heart into my application, and to be honest, I thought I had a good shot.  One percent, it felt like a cruel joke.  I guess I'll keep working hard and try again next year.  It's not the end of the world, but it definitely stings. 
"
1,fear,12,8.0,23,0.0161,0.009,1.0355,0.0035,0.0168,0.1579,0.0042,"The thought of losing someone I love, someone I'd always thought would be there forever, was a terrifying one.  It felt like a shadow had fallen over everything, a constant reminder of the loss I'd already experienced.  But I knew I couldn't let fear paralyze me, I had to keep moving forward, even if it was just one step at a time.  
"
1,fear,12,8.0,24,0.0673,0.025,0.0176,0.131,0.0333,0.0977,0.7894,"My heart was pounding as I raised my hand to answer the question, but my brain went blank.  I blurted out the wrong answer, and everyone stared at me.  I felt my face burn with embarrassment, and I wanted to disappear.  I knew I messed up, but I couldn't even look at anyone. 
"
1,fear,12,8.0,25,0.05,0.025,0.025,0.0973,0.0227,0.0816,0.6514,"I was so embarrassed when they confronted me about what I'd been saying.  I felt awful, like I'd betrayed their trust.  It was a real wake-up call, and I realized I needed to be more mindful of my words.  I'm trying to be a better friend now. 
"
1,fear,12,8.0,26,0.1517,0.0271,0.1046,0.0446,0.0694,0.2434,0.2763,"My brain just went blank.  I wanted to say something funny, something insightful, anything!  I just stared at my friend, feeling awkward and speechless.  I'm not sure what I was supposed to say, I just wanted to disappear. 
"
1,fear,12,8.0,27,0.4536,0.0933,0.0219,0.0097,0.013,0.2534,0.1924,"Ugh, I totally just messed up! I was running late and didn't even notice I'd gotten a little too close to the puddle. Now my shorts are soaked and I'm stuck with this weird, wet feeling.  I'm going to have to change, but I'm already late for work.  
"
1,guilt,12,8.0,0,0.1371,0.0116,0.0676,0.0023,0.0128,0.3261,0.0048,"I was so sure I was getting it, I could practically feel the steering wheel in my hands.  Then, I messed up, I swerved, and the car almost hit that tree.  I could hear the crunch of metal, the screech of tires, and the sound of my dad's voice, yelling at me.  I just wanted to disappear, to make it all go away. 
"
1,guilt,12,8.0,1,0.0531,0.0022,0.0259,0.0032,0.0069,0.34,0.0019,"""I'm going to the club,"" I said, my voice cracking.  ""I swear, I'm not lying. I just... I just need to be there.""  She looked at me, her eyes filled with that same hurt I'd given her.  ""You were there yesterday, weren't you?  You were laughing, you were dancing, and I thought I could trust you.""  I wanted to scream, to tell her I didn't know how to be good enough, to be worthy of her trust. 
"
1,guilt,12,8.0,2,0.5545,0.0073,0.014,0.0025,0.0062,0.3632,0.0072,"I stormed out of the apartment, the words I'd been holding back finally spilling out.  He just looked at me, confused, like he didn't understand why I was so angry.  He'd always been so good at making me feel like I was the one who was wrong, that I was the one who needed to fix everything.  But I couldn't take it anymore.  I just wanted him to see me, to see me as more than just a mistake. 
"
